Year,System,Produkt,Rezeptur,Soll,Leistung,Runtime_hours,Setup_min_time_before,Order_rank,Start,Ende,Min,Datum,Tag,FilePath
2022,H2,KK 100G Peru 74%,A-933,21.0,3596.00444,0.00584,73.96666666666661,5,07:00,12:53,18,04.01.,Di,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 01 2022 Version 1.xlsx
2022,H2,100G Weisse Mango Maracuja,A-217,42.048,,,,,22:00,10:08,38,10.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
2022,H3,100G Kakao-Mousse,A-294,52.01520099999999,4039.900249,0.012875,26.416666666666657,1,22:00,11:00,48,10.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
2022,H2,100G Weisse Mango Maracuja,A-217,42.048,,,,,22:00,10:08,38,10.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
2022,H3,100G Kakao-Mousse,A-294,52.01520099999999,4039.900249,0.012875,26.416666666666657,1,22:00,11:00,48,10.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 02 Version 2.xlsx
2022,H2,100G Weisse Mango Maracuja,A-217,58.4,,,,,22:00,14:52,54,24.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
2022,H3,100G Kakao-Mousse,A-294,50.22302200000001,4039.900249,0.012432,26.416666666666657,1,22:00,10:27,46,24.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 1.xlsx
2022,H2,100G Weisse Mango Maracuja,A-217,58.4,,,,,22:00,14:52,54,24.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
2022,H3,100G Kakao-Mousse,A-294,51.53,4039.900249,0.012755,26.416666666666657,1,22:00,10:46,46,24.01.,Mo,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
2022,H3,100G Joghurt,A-27,25.50655,4396.200814,0.005802,75.46666666666665,3,04:42,10:30,20,25.01.,Di,/mnt/c/Users/abhoir01/Documents/doc_BA/data/2022/H2H3/WP_H2+H3_KW 04 Version 2.xlsx
